video,labelName,label,sampleIndex,earMean,earMin,earStd,marMean,marMax,marStd,perclos,eyesClosedRatio,yawnCount
video-1-tired.mkv,tired,1,117,0.2963,0.2488,0.0129,0.0026,0.0051,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,118,0.2938,0.2488,0.0132,0.0027,0.0054,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,119,0.2862,0.2369,0.0187,0.1119,0.8939,0.2801,0.0,0.0,2
video-1-tired.mkv,tired,1,120,0.2864,0.2369,0.0189,0.1121,0.8939,0.28,0.0,0.0,2
video-1-tired.mkv,tired,1,121,0.2882,0.2369,0.0181,0.112,0.8939,0.28,0.0,0.0,2
video-1-tired.mkv,tired,1,122,0.287,0.2369,0.0176,0.1121,0.8939,0.28,0.0,0.0,2
video-1-tired.mkv,tired,1,123,0.291,0.2369,0.0206,0.1122,0.8939,0.28,0.0,0.0,2
video-1-tired.mkv,tired,1,124,0.2946,0.2369,0.0216,0.1123,0.8939,0.2799,0.0,0.0,2
video-1-tired.mkv,tired,1,125,0.2796,0.0899,0.0628,0.0031,0.0049,0.0009,0.1,0.0333,0
video-1-tired.mkv,tired,1,126,0.2585,0.0899,0.0829,0.0033,0.0058,0.0011,0.2,0.0667,0
video-1-tired.mkv,tired,1,127,0.2516,0.0899,0.0878,0.0033,0.0058,0.001,0.2333,0.0667,0
video-1-tired.mkv,tired,1,128,0.2316,0.0882,0.0988,0.0032,0.0058,0.001,0.3333,0.1,0
video-1-tired.mkv,tired,1,129,0.2139,0.0728,0.0977,0.1028,1.2812,0.2834,0.4,0.1,0
video-1-tired.mkv,tired,1,130,0.2066,0.0728,0.098,0.131,1.2812,0.3108,0.4333,0.1,0
video-1-tired.mkv,tired,1,131,0.2077,0.0728,0.0983,0.131,1.2812,0.3107,0.4333,0.1,0
video-1-tired.mkv,tired,1,132,0.2167,0.0728,0.0987,0.1309,1.2812,0.3108,0.4,0.0667,0
video-1-tired.mkv,tired,1,133,0.2244,0.0728,0.0974,0.1309,1.2812,0.3108,0.3667,0.0667,0
video-1-tired.mkv,tired,1,134,0.2379,0.0728,0.0915,0.131,1.2812,0.3108,0.3,0.0333,0
video-1-tired.mkv,tired,1,135,0.2386,0.0782,0.0948,0.0315,0.8274,0.1478,0.3,0.0333,0
video-1-tired.mkv,tired,1,136,0.2408,0.0782,0.0898,0.0033,0.0065,0.0015,0.2667,0.0333,0
video-1-tired.mkv,tired,1,137,0.2628,0.0782,0.0784,0.0031,0.0064,0.0014,0.1667,0.0,0
video-1-tired.mkv,tired,1,138,0.2738,0.0782,0.0641,0.0028,0.0061,0.0013,0.1,0.0,0
video-1-tired.mkv,tired,1,139,0.2754,0.0782,0.0651,0.0027,0.0061,0.0012,0.1,0.0,0
video-1-tired.mkv,tired,1,140,0.2817,0.0782,0.0556,0.0026,0.0049,0.001,0.0667,0.0,0
video-1-tired.mkv,tired,1,141,0.2872,0.165,0.0312,0.0859,0.8643,0.2505,0.0333,0.0,1
video-1-tired.mkv,tired,1,142,0.2854,0.165,0.0323,0.1142,0.8643,0.285,0.0333,0.0,2
video-1-tired.mkv,tired,1,143,0.2822,0.165,0.0315,0.1143,0.8643,0.285,0.0333,0.0,2
video-2-tired.mkv,tired,1,0,0.2501,0.0547,0.0719,0.136,1.2726,0.3635,0.2333,0.0333,1
video-2-tired.mkv,tired,1,1,0.2516,0.0595,0.0612,0.136,1.2726,0.3635,0.2,0.0333,1
video-2-tired.mkv,tired,1,2,0.2411,0.0595,0.0621,0.136,1.2726,0.3635,0.2333,0.0333,1
video-2-tired.mkv,tired,1,3,0.2329,0.0595,0.0541,0.1242,1.2726,0.3619,0.2333,0.0333,1
video-2-tired.mkv,tired,1,4,0.2289,0.0595,0.0604,0.0026,0.0064,0.0012,0.2333,0.0333,0
video-2-tired.mkv,tired,1,5,0.2358,0.0705,0.059,0.0024,0.0064,0.0012,0.1667,0.0667,0
video-2-tired.mkv,tired,1,6,0.2471,0.0705,0.0625,0.0023,0.0064,0.0012,0.1333,0.0333,0
video-2-tired.mkv,tired,1,7,0.2554,0.0705,0.0646,0.0023,0.0064,0.0012,0.1333,0.0333,0
video-2-tired.mkv,tired,1,8,0.2662,0.0705,0.0618,0.0023,0.0066,0.0014,0.1,0.0333,0
video-2-tired.mkv,tired,1,9,0.2715,0.0705,0.0631,0.0021,0.0066,0.0014,0.1,0.0333,0
video-2-tired.mkv,tired,1,10,0.2888,0.0705,0.0444,0.0021,0.0066,0.0012,0.0333,0.0333,0
video-2-tired.mkv,tired,1,11,0.2856,0.0467,0.0507,0.0938,0.9222,0.275,0.0667,0.0,1
video-2-tired.mkv,tired,1,12,0.271,0.0467,0.0588,0.0939,0.9222,0.2749,0.1667,0.0333,1
video-2-tired.mkv,tired,1,13,0.2617,0.0467,0.0692,0.0939,0.9222,0.2749,0.2333,0.0333,1
video-2-tired.mkv,tired,1,14,0.2577,0.0467,0.0682,0.0938,0.9222,0.275,0.2333,0.0333,1
video-2-tired.mkv,tired,1,15,0.2514,0.0467,0.0724,0.0937,0.9222,0.275,0.2667,0.0333,1
video-2-tired.mkv,tired,1,16,0.2486,0.0467,0.071,0.0943,0.9222,0.2748,0.2667,0.0333,1
video-2-tired.mkv,tired,1,17,0.2529,0.0902,0.0604,0.013,0.175,0.0362,0.2333,0.0333,0
video-2-tired.mkv,tired,1,18,0.26,0.0625,0.0674,0.0147,0.175,0.0367,0.1667,0.0,0
video-2-tired.mkv,tired,1,19,0.272,0.0625,0.0587,0.0148,0.175,0.0367,0.1,0.0,0
video-2-tired.mkv,tired,1,20,0.282,0.0625,0.0677,0.0159,0.175,0.0365,0.1,0.0,0
video-2-tired.mkv,tired,1,21,0.2882,0.0625,0.0602,0.0162,0.175,0.0364,0.0667,0.0,0
video-2-tired.mkv,tired,1,22,0.2877,0.0625,0.0594,0.0157,0.175,0.0365,0.0667,0.0,0
video-2-tired.mkv,tired,1,23,0.2959,0.0625,0.0547,0.0055,0.0515,0.0094,0.0333,0.0,0
video-2-tired.mkv,tired,1,24,0.306,0.2464,0.0324,0.0039,0.0223,0.0041,0.0,0.0,0
video-2-tired.mkv,tired,1,25,0.3043,0.2464,0.0323,0.0039,0.0223,0.004,0.0,0.0,0
video-2-tired.mkv,tired,1,26,0.2997,0.2667,0.0135,0.0029,0.008,0.0016,0.0,0.0,0
video-2-tired.mkv,tired,1,27,0.3017,0.2667,0.0132,0.0026,0.0057,0.0013,0.0,0.0,0
video-2-tired.mkv,tired,1,28,0.3052,0.2667,0.0122,0.0026,0.0057,0.0013,0.0,0.0,0
video-2-tired.mkv,tired,1,29,0.3044,0.2291,0.0213,0.0855,0.8959,0.2491,0.0,0.0,1
video-2-tired.mkv,tired,1,30,0.3003,0.2291,0.024,0.0905,0.8959,0.249,0.0,0.0,1
video-2-tired.mkv,tired,1,31,0.298,0.2291,0.024,0.0903,0.8959,0.2491,0.0,0.0,1
video-2-tired.mkv,tired,1,32,0.2963,0.2291,0.0242,0.0905,0.8959,0.249,0.0,0.0,1
video-2-tired.mkv,tired,1,33,0.2958,0.2291,0.0243,0.0911,0.8959,0.2488,0.0,0.0,1
video-2-tired.mkv,tired,1,34,0.2907,0.2291,0.0266,0.0913,0.8959,0.2487,0.0,0.0,1
video-2-tired.mkv,tired,1,35,0.2891,0.2401,0.0211,0.0085,0.158,0.0278,0.0,0.0,0
video-2-tired.mkv,tired,1,36,0.2925,0.2401,0.0203,0.0037,0.0098,0.0022,0.0,0.0,0
video-2-tired.mkv,tired,1,37,0.296,0.2401,0.0203,0.004,0.0098,0.002,0.0,0.0,0
video-2-tired.mkv,tired,1,38,0.2995,0.2401,0.0213,0.0042,0.0098,0.0021,0.0,0.0,0
video-2-tired.mkv,tired,1,39,0.3254,0.2401,0.1156,0.0123,0.2171,0.0386,0.0,0.0,0
video-2-tired.mkv,tired,1,40,0.3237,0.0718,0.1409,0.0363,0.2426,0.0738,0.0667,0.0,0
video-2-tired.mkv,tired,1,41,0.3388,0.0718,0.1505,0.0478,0.2426,0.0801,0.0667,0.0,0
video-2-tired.mkv,tired,1,42,0.329,0.0718,0.1572,0.0477,0.2426,0.0802,0.1,0.0,0
video-2-tired.mkv,tired,1,43,0.312,0.0718,0.1667,0.0478,0.2426,0.0802,0.2,0.0333,0
video-2-tired.mkv,tired,1,44,0.3162,0.0718,0.1673,0.0772,0.287,0.0949,0.2,0.0333,0
video-2-tired.mkv,tired,1,45,0.2769,0.0718,0.1223,0.0734,0.287,0.091,0.2667,0.0333,0
video-2-tired.mkv,tired,1,46,0.2662,0.0999,0.0983,0.1504,1.0846,0.2879,0.2667,0.0333,1
video-2-tired.mkv,tired,1,47,0.2431,0.0773,0.0768,0.141,1.0846,0.2895,0.3333,0.0333,1
video-2-tired.mkv,tired,1,48,0.2437,0.0692,0.08,0.1416,1.0846,0.2892,0.3333,0.0333,1
video-2-tired.mkv,tired,1,49,0.2488,0.0692,0.0768,0.1448,1.0846,0.2879,0.2667,0.0,1
video-2-tired.mkv,tired,1,50,0.2366,0.0692,0.0693,0.1213,1.0846,0.29,0.2667,0.0,1
video-2-tired.mkv,tired,1,51,0.228,0.0556,0.0709,0.113,1.0846,0.2909,0.2333,0.0,1
video-2-tired.mkv,tired,1,52,0.2154,0.0556,0.0709,0.0549,1.0343,0.1842,0.3667,0.1,1
video-2-tired.mkv,tired,1,53,0.2325,0.0556,0.0773,0.017,0.0756,0.0205,0.3,0.1333,0
video-2-tired.mkv,tired,1,54,0.2503,0.0556,0.0686,0.0144,0.0756,0.0195,0.2333,0.1333,0
video-2-tired.mkv,tired,1,55,0.2491,0.0556,0.0719,0.0146,0.0756,0.0219,0.2667,0.1333,0
video-2-tired.mkv,tired,1,56,0.2324,0.0556,0.0818,0.0128,0.0756,0.0209,0.4333,0.3,0
video-2-tired.mkv,tired,1,57,0.2261,0.0556,0.0823,0.011,0.0756,0.0196,0.5,0.3333,0
video-2-tired.mkv,tired,1,58,0.2388,0.0621,0.0794,0.0055,0.071,0.0133,0.3667,0.2333,0
video-2-tired.mkv,tired,1,59,0.2343,0.0621,0.0729,0.0047,0.071,0.0124,0.3333,0.2,0
video-2-tired.mkv,tired,1,60,0.2232,0.0621,0.0628,0.0047,0.071,0.0124,0.3333,0.2,0
video-2-tired.mkv,tired,1,61,0.2337,0.0621,0.0605,0.0027,0.0076,0.0016,0.2667,0.2,0
video-2-tired.mkv,tired,1,62,0.2641,0.0621,0.0546,0.0037,0.0155,0.003,0.1,0.0333,0
video-2-tired.mkv,tired,1,63,0.2851,0.0621,0.0523,0.0045,0.0155,0.0036,0.0333,0.0,0
video-2-tired.mkv,tired,1,64,0.3033,0.2456,0.0332,0.0051,0.0155,0.0034,0.0,0.0,0
video-2-tired.mkv,tired,1,65,0.3165,0.2456,0.0348,0.0055,0.0155,0.0038,0.0,0.0,0
video-2-tired.mkv,tired,1,66,0.332,0.2682,0.0241,0.0055,0.0155,0.0037,0.0,0.0,0
video-2-tired.mkv,tired,1,67,0.3383,0.2688,0.0181,0.0057,0.0155,0.004,0.0,0.0,0
video-2-tired.mkv,tired,1,68,0.3333,0.2597,0.0237,0.0058,0.0147,0.0039,0.0,0.0,0
video-2-tired.mkv,tired,1,69,0.323,0.2111,0.0359,0.0054,0.0147,0.0035,0.0,0.0,0
video-2-tired.mkv,tired,1,70,0.2961,0.0511,0.0721,0.0943,0.9601,0.268,0.1,0.0333,1
video-2-tired.mkv,tired,1,71,0.2628,0.0511,0.0842,0.0941,0.9601,0.268,0.2667,0.2,1
video-2-tired.mkv,tired,1,72,0.2508,0.0511,0.0762,0.0944,0.9601,0.2679,0.2667,0.2,1
video-2-tired.mkv,tired,1,73,0.2451,0.0511,0.0708,0.094,0.9601,0.268,0.2667,0.2,1
video-2-tired.mkv,tired,1,74,0.2409,0.0511,0.0677,0.0933,0.9601,0.2683,0.2667,0.2,1
video-2-tired.mkv,tired,1,75,0.2434,0.0511,0.0677,0.0931,0.9601,0.2683,0.2667,0.2,1
video-2-tired.mkv,tired,1,76,0.2631,0.1071,0.0533,0.0041,0.0075,0.0011,0.1667,0.1667,0
video-2-tired.mkv,tired,1,77,0.2864,0.2376,0.0166,0.0041,0.0075,0.0012,0.0,0.0,0
video-2-tired.mkv,tired,1,78,0.2903,0.2587,0.0138,0.0041,0.0075,0.0012,0.0,0.0,0
video-2-tired.mkv,tired,1,79,0.293,0.2587,0.0145,0.0042,0.0075,0.0012,0.0,0.0,0
video-2-tired.mkv,tired,1,80,0.2974,0.2639,0.0119,0.004,0.0058,0.001,0.0,0.0,0
video-2-tired.mkv,tired,1,81,0.3007,0.2791,0.0096,0.0042,0.0082,0.0012,0.0,0.0,0
video-2-tired.mkv,tired,1,82,0.3035,0.2839,0.01,0.0052,0.017,0.0029,0.0,0.0,0
video-2-tired.mkv,tired,1,83,0.3069,0.2865,0.0095,0.0057,0.017,0.0032,0.0,0.0,0
video-2-tired.mkv,tired,1,84,0.3094,0.2865,0.0099,0.0063,0.017,0.0031,0.0,0.0,0
video-2-tired.mkv,tired,1,85,0.3099,0.2865,0.01,0.0069,0.017,0.0031,0.0,0.0,0
video-2-tired.mkv,tired,1,86,0.3041,0.1602,0.0301,0.0075,0.0176,0.0039,0.0333,0.0,0
video-2-tired.mkv,tired,1,87,0.3015,0.1602,0.0308,0.0072,0.0176,0.0041,0.0333,0.0,0
video-2-tired.mkv,tired,1,88,0.2994,0.1602,0.0302,0.0059,0.0176,0.0039,0.0333,0.0,0
video-2-tired.mkv,tired,1,89,0.2956,0.1602,0.0302,0.0052,0.0176,0.0039,0.0333,0.0,0
video-2-tired.mkv,tired,1,90,0.2908,0.1602,0.0297,0.0045,0.0176,0.0037,0.0333,0.0,0
video-2-tired.mkv,tired,1,91,0.2747,0.0821,0.0487,0.0037,0.0176,0.0035,0.0667,0.0,0
video-2-tired.mkv,tired,1,92,0.2646,0.0532,0.0625,0.1147,1.3483,0.3396,0.1,0.0,1
video-2-tired.mkv,tired,1,93,0.2454,0.0532,0.0759,0.1145,1.3483,0.3396,0.2,0.0,1
video-2-tired.mkv,tired,1,94,0.2345,0.0532,0.0861,0.1145,1.3483,0.3396,0.2667,0.0333,1
video-2-tired.mkv,tired,1,95,0.2189,0.0532,0.0914,0.1144,1.3483,0.3397,0.3667,0.0667,1
video-2-tired.mkv,tired,1,96,0.2022,0.0532,0.0857,0.1143,1.3483,0.3397,0.4333,0.1333,1
video-2-tired.mkv,tired,1,97,0.2139,0.0532,0.0873,0.1142,1.3483,0.3397,0.4,0.1333,1
video-2-tired.mkv,tired,1,98,0.2369,0.0885,0.0904,0.0022,0.0044,0.0011,0.3333,0.1333,0
video-2-tired.mkv,tired,1,99,0.2637,0.0885,0.0863,0.0021,0.0044,0.0011,0.2333,0.1333,0
video-2-tired.mkv,tired,1,100,0.2812,0.0958,0.0754,0.0018,0.0044,0.001,0.1667,0.1,0
video-2-tired.mkv,tired,1,101,0.2914,0.0654,0.0687,0.0023,0.0115,0.002,0.1,0.0667,0
video-2-tired.mkv,tired,1,102,0.3066,0.0654,0.0532,0.0023,0.0115,0.002,0.0333,0.0,0
video-2-tired.mkv,tired,1,103,0.3068,0.0654,0.0525,0.0023,0.0115,0.002,0.0333,0.0,0
video-2-tired.mkv,tired,1,104,0.3038,0.0654,0.0517,0.0024,0.0115,0.002,0.0333,0.0,0
video-2-tired.mkv,tired,1,105,0.2844,0.0654,0.0647,0.0026,0.0115,0.002,0.0667,0.0,0
video-2-tired.mkv,tired,1,106,0.2744,0.0654,0.0606,0.0027,0.0115,0.002,0.0667,0.0,0
video-2-tired.mkv,tired,1,107,0.2829,0.068,0.0454,0.0022,0.0051,0.001,0.0333,0.0,0
video-2-tired.mkv,tired,1,108,0.2879,0.068,0.0471,0.0021,0.0051,0.001,0.0333,0.0,0
video-2-tired.mkv,tired,1,109,0.2926,0.068,0.0482,0.0023,0.007,0.0012,0.0333,0.0,0
video-2-tired.mkv,tired,1,110,0.2938,0.068,0.0493,0.0023,0.007,0.0012,0.0333,0.0,0
video-2-tired.mkv,tired,1,111,0.3103,0.2545,0.0218,0.0023,0.007,0.0012,0.0,0.0,0
video-2-tired.mkv,tired,1,112,0.3181,0.2838,0.0144,0.0022,0.007,0.0013,0.0,0.0,0
video-2-tired.mkv,tired,1,113,0.3208,0.2838,0.0123,0.0024,0.007,0.0013,0.0,0.0,0
video-2-tired.mkv,tired,1,114,0.3236,0.2838,0.0136,0.0024,0.007,0.0013,0.0,0.0,0
video-2-tired.mkv,tired,1,115,0.3263,0.2838,0.0128,0.0022,0.0051,0.0011,0.0,0.0,0
video-2-tired.mkv,tired,1,116,0.3306,0.3004,0.0107,0.0023,0.0051,0.0011,0.0,0.0,0
video-2-tired.mkv,tired,1,117,0.3291,0.2902,0.0133,0.0023,0.0049,0.001,0.0,0.0,0
video-2-tired.mkv,tired,1,118,0.3274,0.2524,0.0195,0.0023,0.0049,0.0009,0.0,0.0,0
video-2-tired.mkv,tired,1,119,0.3285,0.2524,0.0197,0.0023,0.0039,0.0008,0.0,0.0,0
video-2-tired.mkv,tired,1,120,0.3187,0.2134,0.0301,0.0022,0.0039,0.0007,0.0,0.0,0
video-2-tired.mkv,tired,1,121,0.3118,0.2134,0.0321,0.0054,0.0954,0.0167,0.0,0.0,0
video-2-tired.mkv,tired,1,122,0.3023,0.2134,0.0298,0.0054,0.0954,0.0167,0.0,0.0,0
video-3-tired.mp4,tired,1,0,0.2055,0.0977,0.0616,0.0063,0.0325,0.0083,0.4667,0.1667,0
video-3-tired.mp4,tired,1,1,0.2063,0.0977,0.0623,0.0067,0.0359,0.0092,0.4333,0.1667,0
video-3-tired.mp4,tired,1,2,0.2078,0.0977,0.0659,0.0128,0.2167,0.0388,0.4,0.1333,0
video-3-tired.mp4,tired,1,3,0.2014,0.0805,0.0678,0.1567,1.0497,0.3247,0.4333,0.1333,3
video-3-tired.mp4,tired,1,4,0.195,0.0805,0.0556,0.1577,1.0497,0.3242,0.4667,0.2,3
video-3-tired.mp4,tired,1,5,0.2047,0.0805,0.0536,0.1566,1.0497,0.3247,0.3667,0.1333,3
video-3-tired.mp4,tired,1,6,0.2088,0.0805,0.0559,0.156,1.0497,0.325,0.3333,0.1333,3
video-3-tired.mp4,tired,1,7,0.1944,0.0783,0.0574,0.155,1.0497,0.3254,0.4667,0.2,3
video-3-tired.mp4,tired,1,8,0.1804,0.0783,0.0604,0.1481,1.0497,0.3262,0.5667,0.2667,3
video-3-tired.mp4,tired,1,9,0.1888,0.0783,0.0609,0.0043,0.0328,0.0057,0.4667,0.2667,0
video-3-tired.mp4,tired,1,10,0.1869,0.0783,0.0636,0.0171,0.4144,0.0738,0.5,0.2667,0
video-3-tired.mp4,tired,1,11,0.1857,0.0783,0.061,0.1634,1.1368,0.339,0.5333,0.2333,2
video-3-tired.mp4,tired,1,12,0.18,0.0783,0.0611,0.1742,1.1368,0.3384,0.5667,0.2667,2
video-3-tired.mp4,tired,1,13,0.1871,0.0836,0.0615,0.1759,1.1368,0.3376,0.5,0.2,2
video-3-tired.mp4,tired,1,14,0.2052,0.0937,0.0552,0.176,1.1368,0.3376,0.3667,0.1333,2
video-3-tired.mp4,tired,1,15,0.2091,0.0937,0.0516,0.176,1.1368,0.3376,0.3667,0.1,2
video-3-tired.mp4,tired,1,16,0.2194,0.0937,0.0471,0.1624,1.1368,0.3359,0.2667,0.0333,2
video-3-tired.mp4,tired,1,17,0.2236,0.0937,0.0453,0.016,0.3076,0.0551,0.2,0.0333,0
video-3-tired.mp4,tired,1,18,0.232,0.1085,0.0408,0.0252,0.4997,0.0905,0.1667,0.0,0
video-3-tired.mp4,tired,1,19,0.2097,0.0251,0.0717,0.1563,0.9426,0.305,0.2667,0.1,3
video-3-tired.mp4,tired,1,20,0.2001,0.0251,0.0766,0.2047,1.1537,0.3502,0.3333,0.1667,4
video-3-tired.mp4,tired,1,21,0.1939,0.0251,0.0812,0.2046,1.1537,0.3503,0.3333,0.1667,4
video-3-tired.mp4,tired,1,22,0.1943,0.0251,0.0813,0.2045,1.1537,0.3504,0.3,0.1667,4
video-3-tired.mp4,tired,1,23,0.1867,0.0251,0.0839,0.2049,1.1537,0.3501,0.3667,0.1667,4
video-3-tired.mp4,tired,1,24,0.1663,0.0251,0.0788,0.1855,1.1537,0.3485,0.5,0.2,4
video-3-tired.mp4,tired,1,25,0.1853,0.0451,0.0716,0.0526,1.1537,0.2107,0.4,0.1333,1
video-3-tired.mp4,tired,1,26,0.1829,0.0451,0.0686,0.0039,0.0106,0.0024,0.4667,0.1,0
video-3-tired.mp4,tired,1,27,0.1891,0.0666,0.0647,0.0039,0.0106,0.0026,0.5,0.1667,0
video-3-tired.mp4,tired,1,28,0.1884,0.0666,0.0637,0.004,0.0106,0.0024,0.5,0.1667,0
video-3-tired.mp4,tired,1,29,0.1995,0.0666,0.0581,0.0193,0.4727,0.0842,0.4333,0.1667,0
video-3-tired.mp4,tired,1,30,0.1992,0.0666,0.0567,0.1503,1.0995,0.3098,0.4667,0.2333,2
video-3-tired.mp4,tired,1,31,0.1994,0.0666,0.0558,0.2012,1.1109,0.3529,0.4667,0.2667,3
video-3-tired.mp4,tired,1,32,0.2108,0.0791,0.0506,0.2027,1.1109,0.3521,0.3333,0.2333,3
video-3-tired.mp4,tired,1,33,0.2119,0.0791,0.0505,0.2152,1.1109,0.3513,0.3,0.1667,3
video-3-tired.mp4,tired,1,34,0.2042,0.0535,0.0574,0.215,1.1109,0.3514,0.3667,0.1667,3
video-3-tired.mp4,tired,1,35,0.2032,0.0535,0.0565,0.1997,1.1109,0.3498,0.3333,0.1667,3
video-3-tired.mp4,tired,1,36,0.2156,0.0535,0.0499,0.0685,1.1109,0.2155,0.2,0.0667,1
video-3-tired.mp4,tired,1,37,0.2256,0.0535,0.0382,0.0182,0.3729,0.0664,0.1333,0.0,0
video-3-tired.mp4,tired,1,38,0.228,0.0535,0.0394,0.017,0.3729,0.0661,0.1333,0.0,0
video-3-tired.mp4,tired,1,39,0.2302,0.0535,0.04,0.0048,0.0143,0.0024,0.1,0.0,0
video-3-tired.mp4,tired,1,40,0.2311,0.1419,0.0319,0.005,0.0143,0.0025,0.1,0.0,0
video-3-tired.mp4,tired,1,41,0.2318,0.1419,0.0335,0.0049,0.0143,0.0026,0.1333,0.0,0
video-3-tired.mp4,tired,1,42,0.2372,0.1419,0.0303,0.0048,0.0143,0.0025,0.1,0.0,0
video-3-tired.mp4,tired,1,43,0.2372,0.1419,0.0303,0.0048,0.0186,0.0032,0.1,0.0,0
video-3-tired.mp4,tired,1,44,0.2367,0.1419,0.03,0.0075,0.0447,0.0088,0.1,0.0,0
video-3-tired.mp4,tired,1,45,0.237,0.1419,0.0299,0.0079,0.0447,0.0089,0.1,0.0,0
video-3-tired.mp4,tired,1,46,0.2479,0.1811,0.0173,0.0108,0.0447,0.0117,0.0333,0.0,0
video-3-tired.mp4,tired,1,47,0.2513,0.2111,0.0156,0.0334,0.596,0.1059,0.0,0.0,0
video-3-tired.mp4,tired,1,48,0.2363,0.1069,0.0414,0.1789,1.0545,0.3365,0.1333,0.0667,3
video-3-tired.mp4,tired,1,49,0.2335,0.1069,0.0458,0.1872,1.0545,0.3349,0.2333,0.1667,3
video-3-tired.mp4,tired,1,50,0.2316,0.1069,0.0457,0.1849,1.0545,0.336,0.2333,0.1667,3
video-3-tired.mp4,tired,1,51,0.236,0.1069,0.0493,0.1857,1.0545,0.3356,0.2333,0.1667,3
video-3-tired.mp4,tired,1,52,0.233,0.1069,0.048,0.1825,1.0545,0.3372,0.2333,0.1667,3
video-3-tired.mp4,tired,1,53,0.2325,0.1069,0.0463,0.1597,1.0545,0.3308,0.2333,0.1667,3
video-3-tired.mp4,tired,1,54,0.2424,0.1101,0.0373,0.0141,0.2423,0.0429,0.1333,0.1,0
video-3-tired.mp4,tired,1,55,0.2415,0.1101,0.0335,0.0148,0.2361,0.0419,0.1,0.0,0
video-3-tired.mp4,tired,1,56,0.217,0.0737,0.0661,0.0143,0.2361,0.042,0.2667,0.1,0
video-3-tired.mp4,tired,1,57,0.198,0.0642,0.0778,0.0132,0.2361,0.0419,0.3667,0.1333,0
video-3-tired.mp4,tired,1,58,0.1897,0.0642,0.0794,0.0135,0.2361,0.0418,0.4333,0.1333,0
video-3-tired.mp4,tired,1,59,0.1905,0.0642,0.0799,0.0143,0.2361,0.0416,0.4333,0.1333,0
video-3-tired.mp4,tired,1,60,0.1931,0.0642,0.0779,0.0246,0.2361,0.0562,0.4,0.1333,0
video-3-tired.mp4,tired,1,61,0.1975,0.0642,0.0797,0.0159,0.2251,0.0402,0.3333,0.1333,0
video-3-tired.mp4,tired,1,62,0.2261,0.0642,0.065,0.016,0.2251,0.0401,0.1667,0.0333,0
video-3-tired.mp4,tired,1,63,0.2407,0.0847,0.0385,0.0163,0.2251,0.0401,0.1,0.0,0
video-3-tired.mp4,tired,1,64,0.2558,0.2021,0.0293,0.0173,0.2251,0.0406,0.0333,0.0,0
video-3-tired.mp4,tired,1,65,0.256,0.2021,0.0305,0.0166,0.2251,0.0407,0.0667,0.0,0
video-3-tired.mp4,tired,1,66,0.2583,0.1784,0.033,0.0064,0.0479,0.0086,0.1,0.0,0
video-3-tired.mp4,tired,1,67,0.2625,0.1784,0.0334,0.0132,0.2325,0.0416,0.1,0.0,0
video-3-tired.mp4,tired,1,68,0.2618,0.1784,0.034,0.0325,0.2325,0.0627,0.1,0.0,0
video-3-tired.mp4,tired,1,69,0.261,0.1784,0.0306,0.0349,0.2325,0.0624,0.0667,0.0,0
video-3-tired.mp4,tired,1,70,0.2582,0.1784,0.024,0.0342,0.2325,0.0622,0.0667,0.0,0
video-3-tired.mp4,tired,1,71,0.2623,0.1784,0.0307,0.0345,0.2325,0.0621,0.0667,0.0,0
video-3-tired.mp4,tired,1,72,0.255,0.0904,0.0452,0.035,0.2325,0.0619,0.1,0.0,0
video-3-tired.mp4,tired,1,73,0.2235,0.0701,0.0757,0.0277,0.2032,0.0499,0.2667,0.1667,0
video-3-tired.mp4,tired,1,74,0.203,0.0622,0.087,0.0084,0.0526,0.0099,0.3667,0.2667,0
video-3-tired.mp4,tired,1,75,0.2054,0.0622,0.0881,0.0056,0.0168,0.0033,0.3667,0.2667,0
video-3-tired.mp4,tired,1,76,0.2045,0.0622,0.0873,0.0056,0.0223,0.0045,0.3667,0.2667,0
video-3-tired.mp4,tired,1,77,0.2042,0.0622,0.0846,0.0051,0.0223,0.004,0.3333,0.2667,0
video-3-tired.mp4,tired,1,78,0.2107,0.0622,0.0819,0.0048,0.0223,0.0038,0.3,0.2667,0
video-3-tired.mp4,tired,1,79,0.2385,0.0622,0.0603,0.0043,0.0223,0.0038,0.1333,0.1,0
video-3-tired.mp4,tired,1,80,0.2601,0.1789,0.0179,0.0044,0.0223,0.0042,0.0333,0.0,0
video-3-tired.mp4,tired,1,81,0.2552,0.1789,0.0239,0.0046,0.0223,0.0049,0.1,0.0,0
video-3-tired.mp4,tired,1,82,0.2422,0.0528,0.0447,0.038,0.573,0.1269,0.1667,0.0333,0
video-3-tired.mp4,tired,1,83,0.2317,0.0528,0.0457,0.0421,0.573,0.127,0.2333,0.0667,0
video-3-tired.mp4,tired,1,84,0.2337,0.0528,0.0448,0.042,0.573,0.1271,0.2,0.0667,0
video-3-tired.mp4,tired,1,85,0.2338,0.0528,0.0449,0.0425,0.573,0.1269,0.2,0.0667,0
video-3-tired.mp4,tired,1,86,0.2278,0.0528,0.0494,0.0421,0.573,0.127,0.2333,0.0667,0
video-3-tired.mp4,tired,1,87,0.2321,0.0528,0.0495,0.0418,0.573,0.1271,0.1667,0.0667,0
