video,labelName,label,sampleIndex,earMean,earMin,earStd,marMean,marMax,marStd,perclos,eyesClosedRatio,yawnCount
video-2-alert.mkv,alert,0,115,0.3379,0.2904,0.0161,0.0026,0.006,0.0016,0.0,0.0,0
video-2-alert.mkv,alert,0,116,0.3368,0.2904,0.0169,0.0025,0.006,0.0015,0.0,0.0,0
video-2-alert.mkv,alert,0,117,0.3371,0.2957,0.0146,0.0024,0.006,0.0015,0.0,0.0,0
video-2-alert.mkv,alert,0,118,0.3352,0.2957,0.0155,0.0023,0.006,0.0013,0.0,0.0,0
video-2-alert.mkv,alert,0,119,0.3331,0.2957,0.0165,0.0023,0.006,0.0013,0.0,0.0,0
video-2-alert.mkv,alert,0,120,0.3289,0.2957,0.0126,0.0022,0.006,0.0012,0.0,0.0,0
video-2-alert.mkv,alert,0,121,0.3275,0.3095,0.0107,0.0024,0.0132,0.0022,0.0,0.0,0
video-2-alert.mkv,alert,0,122,0.3269,0.3095,0.0098,0.0059,0.0915,0.0162,0.0,0.0,0
video-3-alert.mkv,alert,0,0,0.2698,0.2315,0.017,0.0076,0.05,0.0086,0.0,0.0,0
video-3-alert.mkv,alert,0,1,0.2679,0.2315,0.0168,0.0081,0.05,0.0085,0.0,0.0,0
video-3-alert.mkv,alert,0,2,0.2657,0.2315,0.0161,0.0081,0.05,0.0085,0.0,0.0,0
video-3-alert.mkv,alert,0,3,0.2656,0.2466,0.0146,0.0066,0.0166,0.0034,0.0,0.0,0
video-3-alert.mkv,alert,0,4,0.262,0.2466,0.0108,0.0067,0.0288,0.0053,0.0,0.0,0
video-3-alert.mkv,alert,0,5,0.2617,0.2466,0.0076,0.0068,0.0288,0.0055,0.0,0.0,0
video-3-alert.mkv,alert,0,6,0.2631,0.2466,0.0067,0.0062,0.0288,0.0051,0.0,0.0,0
video-3-alert.mkv,alert,0,7,0.265,0.2518,0.0086,0.0057,0.0288,0.0051,0.0,0.0,0
video-3-alert.mkv,alert,0,8,0.2639,0.181,0.0182,0.0054,0.0288,0.0052,0.0333,0.0,0
video-3-alert.mkv,alert,0,9,0.2662,0.181,0.0205,0.0054,0.0288,0.0054,0.0333,0.0,0
video-3-alert.mkv,alert,0,10,0.2687,0.181,0.0243,0.0052,0.0131,0.0033,0.0333,0.0,0
video-3-alert.mkv,alert,0,11,0.2633,0.1014,0.0388,0.0051,0.0124,0.0029,0.0667,0.0,0
video-3-alert.mkv,alert,0,12,0.2685,0.1014,0.0422,0.0051,0.0124,0.0029,0.0667,0.0,0
video-3-alert.mkv,alert,0,13,0.2709,0.1014,0.0422,0.0051,0.0124,0.0029,0.0667,0.0,0
video-3-alert.mkv,alert,0,14,0.2708,0.1014,0.0405,0.0053,0.0124,0.0027,0.0667,0.0,0
video-3-alert.mkv,alert,0,15,0.2632,0.1014,0.0568,0.0058,0.021,0.004,0.1333,0.0,0
video-3-alert.mkv,alert,0,16,0.2601,0.1014,0.0555,0.0057,0.021,0.004,0.1333,0.0,0
video-3-alert.mkv,alert,0,17,0.2663,0.106,0.0476,0.006,0.021,0.0043,0.1,0.0,0
video-3-alert.mkv,alert,0,18,0.264,0.106,0.045,0.0057,0.021,0.0043,0.1,0.0,0
video-3-alert.mkv,alert,0,19,0.2603,0.106,0.045,0.0063,0.021,0.0044,0.1,0.0,0
video-3-alert.mkv,alert,0,20,0.2589,0.106,0.0442,0.0066,0.021,0.0044,0.0667,0.0,0
video-3-alert.mkv,alert,0,21,0.2652,0.2318,0.0192,0.006,0.0124,0.0035,0.0,0.0,0
video-3-alert.mkv,alert,0,22,0.268,0.2318,0.0186,0.0059,0.0123,0.0034,0.0,0.0,0
video-3-alert.mkv,alert,0,23,0.2687,0.2318,0.0167,0.0052,0.0123,0.0033,0.0,0.0,0
video-3-alert.mkv,alert,0,24,0.2668,0.2318,0.0164,0.0056,0.0123,0.0035,0.0,0.0,0
video-3-alert.mkv,alert,0,25,0.2697,0.2381,0.0152,0.0056,0.0175,0.004,0.0,0.0,0
video-3-alert.mkv,alert,0,26,0.2757,0.2211,0.0218,0.0114,0.1852,0.0325,0.0,0.0,0
video-3-alert.mkv,alert,0,27,0.2747,0.2211,0.0224,0.0109,0.1852,0.0326,0.0,0.0,0
video-3-alert.mkv,alert,0,28,0.2706,0.2162,0.0254,0.0201,0.2599,0.0554,0.0,0.0,0
video-3-alert.mkv,alert,0,29,0.2693,0.2162,0.0266,0.0354,0.2599,0.0741,0.0,0.0,0
video-3-alert.mkv,alert,0,30,0.2623,0.13,0.0366,0.0539,0.2599,0.0889,0.0333,0.0,0
video-3-alert.mkv,alert,0,31,0.2632,0.13,0.0377,0.0539,0.2599,0.0889,0.0333,0.0,0
video-3-alert.mkv,alert,0,32,0.2592,0.13,0.0317,0.0479,0.2599,0.0859,0.0333,0.0,0
video-3-alert.mkv,alert,0,33,0.2554,0.13,0.0384,0.0485,0.2599,0.0856,0.0667,0.0,0
video-3-alert.mkv,alert,0,34,0.2509,0.13,0.0401,0.0483,0.2551,0.0794,0.1333,0.0333,0
video-3-alert.mkv,alert,0,35,0.2443,0.13,0.042,0.0342,0.2551,0.0649,0.2,0.0333,0
video-3-alert.mkv,alert,0,36,0.2506,0.1376,0.0366,0.0167,0.1823,0.0329,0.1667,0.0333,0
video-3-alert.mkv,alert,0,37,0.2482,0.1376,0.0336,0.0161,0.1823,0.0329,0.1667,0.0333,0
video-3-alert.mkv,alert,0,38,0.2509,0.1376,0.0356,0.0261,0.3042,0.0612,0.1667,0.0333,0
video-3-alert.mkv,alert,0,39,0.25,0.1286,0.0363,0.0256,0.3042,0.0614,0.1667,0.0333,0
video-3-alert.mkv,alert,0,40,0.2559,0.1286,0.0333,0.0241,0.3042,0.0621,0.1,0.0,0
video-3-alert.mkv,alert,0,41,0.2615,0.1286,0.0274,0.0273,0.3042,0.0629,0.0333,0.0,0
video-3-alert.mkv,alert,0,42,0.2535,0.1005,0.0399,0.0259,0.3042,0.0631,0.0667,0.0,0
video-3-alert.mkv,alert,0,43,0.2529,0.1005,0.0407,0.0258,0.3042,0.0631,0.0667,0.0,0
video-3-alert.mkv,alert,0,44,0.2469,0.1005,0.0393,0.0161,0.1907,0.0362,0.0667,0.0,0
video-3-alert.mkv,alert,0,45,0.2468,0.1005,0.0322,0.0161,0.1907,0.0362,0.0333,0.0,0
video-3-alert.mkv,alert,0,46,0.2426,0.1005,0.0319,0.0211,0.2256,0.0485,0.0333,0.0,0
video-3-alert.mkv,alert,0,47,0.2372,0.1005,0.0355,0.0388,0.2597,0.0734,0.0667,0.0,0
video-3-alert.mkv,alert,0,48,0.2426,0.1477,0.0251,0.0387,0.2597,0.0735,0.0333,0.0,0
video-3-alert.mkv,alert,0,49,0.2403,0.1241,0.0391,0.0448,0.2597,0.0777,0.0667,0.0,0
video-3-alert.mkv,alert,0,50,0.2388,0.0924,0.0481,0.0445,0.2597,0.0778,0.1,0.0,0
video-3-alert.mkv,alert,0,51,0.2421,0.0924,0.0503,0.0495,0.2597,0.0797,0.1333,0.0,0
video-3-alert.mkv,alert,0,52,0.2398,0.0924,0.0585,0.0369,0.2597,0.0703,0.1667,0.0,0
video-3-alert.mkv,alert,0,53,0.2403,0.0924,0.0561,0.0191,0.1852,0.0452,0.1333,0.0,0
video-3-alert.mkv,alert,0,54,0.235,0.0924,0.0594,0.0193,0.1852,0.0452,0.2,0.0,0
video-3-alert.mkv,alert,0,55,0.2359,0.0924,0.05,0.0135,0.152,0.033,0.1667,0.0,0
video-3-alert.mkv,alert,0,56,0.2417,0.1115,0.0429,0.0228,0.2896,0.0596,0.1333,0.0,0
video-3-alert.mkv,alert,0,57,0.2392,0.1115,0.0403,0.0363,0.3356,0.0841,0.1,0.0,0
video-3-alert.mkv,alert,0,58,0.2451,0.1406,0.0274,0.0515,0.3356,0.0969,0.0667,0.0,0
video-3-alert.mkv,alert,0,59,0.2497,0.1406,0.0289,0.0476,0.3356,0.0965,0.1,0.0,0
video-3-alert.mkv,alert,0,60,0.2517,0.1096,0.0316,0.0475,0.3356,0.0965,0.0667,0.0,0
video-3-alert.mkv,alert,0,61,0.2534,0.1096,0.0325,0.0473,0.3356,0.0966,0.0667,0.0,0
video-3-alert.mkv,alert,0,62,0.2479,0.1096,0.0326,0.0379,0.3356,0.0856,0.0667,0.0,0
video-3-alert.mkv,alert,0,63,0.259,0.1096,0.0513,0.02,0.2716,0.0574,0.0667,0.0,0
video-3-alert.mkv,alert,0,64,0.2587,0.1096,0.0517,0.0271,0.3931,0.084,0.0667,0.0,0
video-3-alert.mkv,alert,0,65,0.2593,0.1096,0.0505,0.0544,0.3931,0.1113,0.0333,0.0,0
video-3-alert.mkv,alert,0,66,0.257,0.1291,0.049,0.0734,0.3931,0.1222,0.0333,0.0,0
video-3-alert.mkv,alert,0,67,0.2519,0.1291,0.0492,0.0739,0.3931,0.1219,0.0333,0.0,0
video-3-alert.mkv,alert,0,68,0.2578,0.1291,0.0486,0.0745,0.3931,0.1215,0.0333,0.0,0
video-3-alert.mkv,alert,0,69,0.2503,0.1291,0.0293,0.0852,0.3931,0.1225,0.0333,0.0,0
video-3-alert.mkv,alert,0,70,0.2473,0.1291,0.0327,0.0634,0.304,0.1025,0.0667,0.0,0
video-3-alert.mkv,alert,0,71,0.2416,0.1291,0.0329,0.0566,0.2838,0.084,0.0667,0.0,0
video-3-alert.mkv,alert,0,72,0.2418,0.1655,0.0273,0.0695,0.2724,0.0929,0.0667,0.0,0
video-3-alert.mkv,alert,0,73,0.238,0.1649,0.0312,0.0835,0.2724,0.0953,0.1333,0.0,0
video-3-alert.mkv,alert,0,74,0.2295,0.1649,0.0304,0.1001,0.2724,0.0973,0.2,0.0,0
video-3-alert.mkv,alert,0,75,0.2234,0.1649,0.0275,0.0889,0.2724,0.0981,0.2333,0.0,0
video-3-alert.mkv,alert,0,76,0.2248,0.1649,0.0269,0.0884,0.2724,0.0986,0.2333,0.0,0
video-3-alert.mkv,alert,0,77,0.2355,0.1649,0.037,0.069,0.2724,0.0976,0.2333,0.0,0
video-3-alert.mkv,alert,0,78,0.2407,0.1649,0.0377,0.0405,0.2614,0.0684,0.2333,0.0,0
video-3-alert.mkv,alert,0,79,0.2473,0.1736,0.0339,0.0261,0.2614,0.0551,0.1667,0.0,0
video-3-alert.mkv,alert,0,80,0.2502,0.1719,0.0327,0.0085,0.0699,0.014,0.1333,0.0,0
video-3-alert.mkv,alert,0,81,0.2512,0.0813,0.0435,0.0197,0.3423,0.0615,0.1333,0.0,0
video-3-alert.mkv,alert,0,82,0.2532,0.0813,0.0418,0.0195,0.3423,0.0616,0.1,0.0,0
video-3-alert.mkv,alert,0,83,0.2442,0.0813,0.0414,0.0185,0.3423,0.0616,0.1333,0.0,0
video-3-alert.mkv,alert,0,84,0.2479,0.0813,0.0416,0.0153,0.3423,0.0608,0.1,0.0,0
video-3-alert.mkv,alert,0,85,0.2479,0.0813,0.0443,0.024,0.3423,0.0759,0.1333,0.0,0
video-3-alert.mkv,alert,0,86,0.2458,0.0813,0.0485,0.0295,0.3423,0.0775,0.2,0.0333,0
video-3-alert.mkv,alert,0,87,0.2451,0.1537,0.0383,0.0287,0.3037,0.0724,0.2,0.0667,0
video-3-alert.mkv,alert,0,88,0.2452,0.1537,0.0391,0.0288,0.3037,0.0723,0.2,0.0667,0
video-3-alert.mkv,alert,0,89,0.2413,0.082,0.0508,0.0287,0.3037,0.0724,0.2333,0.0667,0
video-3-alert.mkv,alert,0,90,0.2236,0.082,0.0599,0.0287,0.3037,0.0724,0.3667,0.1,0
video-3-alert.mkv,alert,0,91,0.2237,0.082,0.0621,0.02,0.3037,0.057,0.3667,0.1,0
video-3-alert.mkv,alert,0,92,0.2344,0.082,0.0631,0.0149,0.3037,0.0537,0.2667,0.0667,0
video-3-alert.mkv,alert,0,93,0.2437,0.082,0.0656,0.0049,0.0118,0.0028,0.2333,0.0333,0
video-3-alert.mkv,alert,0,94,0.2416,0.082,0.069,0.0046,0.0118,0.0029,0.2667,0.0333,0
video-3-alert.mkv,alert,0,95,0.2523,0.1019,0.0599,0.0049,0.0118,0.003,0.2,0.0333,0
video-3-alert.mkv,alert,0,96,0.2698,0.1289,0.0394,0.0058,0.0364,0.0064,0.0667,0.0,0
video-3-alert.mkv,alert,0,97,0.2741,0.1289,0.0321,0.0058,0.0364,0.0064,0.0333,0.0,0
video-3-alert.mkv,alert,0,98,0.2749,0.1289,0.0311,0.0058,0.0364,0.0065,0.0333,0.0,0
video-3-alert.mkv,alert,0,99,0.2727,0.1289,0.0298,0.0052,0.0364,0.0064,0.0333,0.0,0
video-3-alert.mkv,alert,0,100,0.2771,0.2309,0.0152,0.0055,0.0364,0.0064,0.0,0.0,0
video-3-alert.mkv,alert,0,101,0.2706,0.0992,0.035,0.0051,0.0364,0.0064,0.0333,0.0,0
video-3-alert.mkv,alert,0,102,0.2713,0.0992,0.0352,0.0042,0.0108,0.0027,0.0333,0.0,0
video-3-alert.mkv,alert,0,103,0.2615,0.0992,0.0466,0.0049,0.0344,0.0061,0.1,0.0,0
video-3-alert.mkv,alert,0,104,0.2584,0.0992,0.0451,0.0092,0.1301,0.0232,0.1,0.0,0
video-3-alert.mkv,alert,0,105,0.2583,0.0992,0.0452,0.0186,0.2485,0.0488,0.1,0.0,0
video-3-alert.mkv,alert,0,106,0.2576,0.0992,0.045,0.0468,0.2584,0.0838,0.1,0.0,0
video-3-alert.mkv,alert,0,107,0.2507,0.1106,0.0521,0.051,0.2584,0.0837,0.1667,0.0,0
video-3-alert.mkv,alert,0,108,0.2413,0.1106,0.0567,0.0512,0.2584,0.0836,0.2333,0.0333,0
video-3-alert.mkv,alert,0,109,0.249,0.1106,0.0508,0.0638,0.2584,0.0908,0.1667,0.0333,0
video-3-alert.mkv,alert,0,110,0.2508,0.1106,0.0524,0.0749,0.2584,0.0942,0.1667,0.0333,0
video-3-alert.mkv,alert,0,111,0.2519,0.1106,0.0533,0.0663,0.2584,0.0895,0.1667,0.0333,0
video-3-alert.mkv,alert,0,112,0.2525,0.1106,0.0532,0.0465,0.2315,0.0696,0.1667,0.0333,0
video-3-alert.mkv,alert,0,113,0.2626,0.1373,0.0347,0.0566,0.2315,0.0754,0.0667,0.0333,0
video-3-alert.mkv,alert,0,114,0.2646,0.147,0.0298,0.0798,0.2315,0.0843,0.0333,0.0,0
video-1-tired.mkv,tired,1,0,0.2434,0.0986,0.0691,0.0945,1.0416,0.2791,0.2667,0.0667,1
video-1-tired.mkv,tired,1,1,0.2361,0.0986,0.0725,0.0946,1.0416,0.2791,0.3,0.0667,1
video-1-tired.mkv,tired,1,2,0.2281,0.0986,0.0713,0.0947,1.0416,0.2791,0.3667,0.0667,1
video-1-tired.mkv,tired,1,3,0.224,0.0986,0.0709,0.003,0.0054,0.001,0.4,0.1,0
video-1-tired.mkv,tired,1,4,0.209,0.0868,0.071,0.0031,0.0054,0.001,0.5,0.1333,0
video-1-tired.mkv,tired,1,5,0.2163,0.0868,0.065,0.0031,0.0054,0.0009,0.4667,0.1333,0
video-1-tired.mkv,tired,1,6,0.221,0.0868,0.0496,0.0031,0.0047,0.0007,0.4333,0.0667,0
video-1-tired.mkv,tired,1,7,0.2102,0.0819,0.0527,0.0953,0.8914,0.2465,0.5,0.1,0
video-1-tired.mkv,tired,1,8,0.2111,0.0819,0.0524,0.0952,0.8914,0.2465,0.4667,0.1,0
video-1-tired.mkv,tired,1,9,0.2177,0.0819,0.0546,0.0952,0.8914,0.2466,0.4,0.0667,0
video-1-tired.mkv,tired,1,10,0.2327,0.0819,0.0537,0.0951,0.8914,0.2466,0.3,0.0333,0
video-1-tired.mkv,tired,1,11,0.2403,0.0819,0.0581,0.0951,0.8914,0.2466,0.2667,0.0333,0
video-1-tired.mkv,tired,1,12,0.2542,0.0819,0.0591,0.095,0.8914,0.2466,0.2,0.0333,0
video-1-tired.mkv,tired,1,13,0.2761,0.1736,0.0375,0.0028,0.0049,0.0008,0.1,0.0,0
video-1-tired.mkv,tired,1,14,0.2867,0.1736,0.0312,0.0029,0.0049,0.0008,0.0667,0.0,0
video-1-tired.mkv,tired,1,15,0.2942,0.1736,0.0239,0.0029,0.0049,0.0008,0.0333,0.0,0
video-1-tired.mkv,tired,1,16,0.2931,0.0837,0.0396,0.0028,0.0049,0.0009,0.0333,0.0,0
video-1-tired.mkv,tired,1,17,0.2806,0.0837,0.0608,0.0028,0.0049,0.0009,0.1,0.0,0
video-1-tired.mkv,tired,1,18,0.2833,0.0837,0.062,0.0027,0.0049,0.001,0.1,0.0,0
video-1-tired.mkv,tired,1,19,0.263,0.0837,0.0836,0.0028,0.0051,0.001,0.2,0.0333,0
video-1-tired.mkv,tired,1,20,0.2636,0.0837,0.0846,0.0028,0.0051,0.001,0.2,0.0333,0
video-1-tired.mkv,tired,1,21,0.2626,0.0837,0.0843,0.0028,0.0051,0.001,0.2,0.0333,0
video-1-tired.mkv,tired,1,22,0.2622,0.0848,0.0768,0.0793,0.9566,0.2389,0.1667,0.0333,0
video-1-tired.mkv,tired,1,23,0.2744,0.0848,0.0653,0.0795,0.9566,0.2389,0.1,0.0333,0
video-1-tired.mkv,tired,1,24,0.2728,0.0848,0.0643,0.0795,0.9566,0.2389,0.1,0.0333,0
video-1-tired.mkv,tired,1,25,0.2933,0.2166,0.0248,0.0793,0.9566,0.2389,0.0,0.0,0
video-1-tired.mkv,tired,1,26,0.289,0.1053,0.0415,0.0791,0.9566,0.239,0.0333,0.0,0
video-1-tired.mkv,tired,1,27,0.2903,0.1053,0.0424,0.079,0.9566,0.239,0.0333,0.0,0
video-1-tired.mkv,tired,1,28,0.2963,0.1053,0.0385,0.0026,0.0061,0.0013,0.0333,0.0,0
video-1-tired.mkv,tired,1,29,0.2958,0.1053,0.0379,0.0025,0.0048,0.0011,0.0333,0.0,0
video-1-tired.mkv,tired,1,30,0.2942,0.1053,0.0383,0.0026,0.0048,0.0011,0.0333,0.0,0
video-1-tired.mkv,tired,1,31,0.296,0.1053,0.0386,0.0025,0.0045,0.001,0.0333,0.0,0
video-1-tired.mkv,tired,1,32,0.2977,0.2638,0.0166,0.0026,0.0045,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,33,0.2984,0.2653,0.0143,0.0026,0.0045,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,34,0.2944,0.2533,0.0184,0.0026,0.0045,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,35,0.2922,0.2302,0.0227,0.0024,0.0043,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,36,0.2851,0.2094,0.029,0.1306,1.17,0.3335,0.0333,0.0,1
video-1-tired.mkv,tired,1,37,0.2809,0.2094,0.0266,0.1306,1.17,0.3335,0.0333,0.0,1
video-1-tired.mkv,tired,1,38,0.2761,0.1695,0.0326,0.131,1.17,0.3334,0.0667,0.0,1
video-1-tired.mkv,tired,1,39,0.273,0.1695,0.0308,0.131,1.17,0.3334,0.0667,0.0,1
video-1-tired.mkv,tired,1,40,0.2779,0.1695,0.0324,0.1308,1.17,0.3334,0.0667,0.0,1
video-1-tired.mkv,tired,1,41,0.2782,0.1695,0.0298,0.1311,1.17,0.3333,0.0667,0.0,1
video-1-tired.mkv,tired,1,42,0.2834,0.1695,0.0247,0.003,0.0152,0.0027,0.0333,0.0,0
video-1-tired.mkv,tired,1,43,0.2817,0.1695,0.0242,0.0031,0.0152,0.0026,0.0333,0.0,0
video-1-tired.mkv,tired,1,44,0.2861,0.2528,0.014,0.0028,0.0066,0.0015,0.0,0.0,0
video-1-tired.mkv,tired,1,45,0.2894,0.2528,0.0152,0.0026,0.0066,0.0015,0.0,0.0,0
video-1-tired.mkv,tired,1,46,0.287,0.2528,0.0134,0.0026,0.0066,0.0015,0.0,0.0,0
video-1-tired.mkv,tired,1,47,0.2858,0.2528,0.0137,0.0024,0.0054,0.0012,0.0,0.0,0
video-1-tired.mkv,tired,1,48,0.2882,0.2528,0.0137,0.0022,0.005,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,49,0.2921,0.2528,0.0136,0.0022,0.005,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,50,0.2955,0.2735,0.0115,0.0022,0.004,0.0008,0.0,0.0,0
video-1-tired.mkv,tired,1,51,0.2932,0.2735,0.011,0.0023,0.004,0.0008,0.0,0.0,0
video-1-tired.mkv,tired,1,52,0.2944,0.2749,0.0105,0.0023,0.004,0.0008,0.0,0.0,0
video-1-tired.mkv,tired,1,53,0.295,0.2591,0.0125,0.0022,0.0036,0.0008,0.0,0.0,0
video-1-tired.mkv,tired,1,54,0.2919,0.2591,0.014,0.0022,0.0047,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,55,0.2915,0.2591,0.014,0.0021,0.0047,0.0011,0.0,0.0,0
video-1-tired.mkv,tired,1,56,0.2882,0.2591,0.0133,0.002,0.0047,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,57,0.2807,0.0988,0.0366,0.0333,0.938,0.168,0.0333,0.0,0
video-1-tired.mkv,tired,1,58,0.2744,0.0988,0.0376,0.0945,0.945,0.2665,0.0333,0.0,1
video-1-tired.mkv,tired,1,59,0.2675,0.0988,0.0466,0.0946,0.945,0.2664,0.0667,0.0,1
video-1-tired.mkv,tired,1,60,0.2632,0.0988,0.0556,0.0944,0.945,0.2665,0.1,0.0,1
video-1-tired.mkv,tired,1,61,0.2648,0.0988,0.0567,0.0944,0.945,0.2665,0.1,0.0,1
video-1-tired.mkv,tired,1,62,0.267,0.0988,0.0575,0.0944,0.945,0.2665,0.1,0.0,1
video-1-tired.mkv,tired,1,63,0.2749,0.1062,0.049,0.0632,0.945,0.2159,0.0667,0.0,1
video-1-tired.mkv,tired,1,64,0.2779,0.1062,0.0507,0.0021,0.0074,0.0012,0.1,0.0,0
video-1-tired.mkv,tired,1,65,0.286,0.1062,0.0401,0.0019,0.0031,0.0007,0.0667,0.0,0
video-1-tired.mkv,tired,1,66,0.2913,0.1903,0.0215,0.0019,0.0031,0.0007,0.0333,0.0,0
video-1-tired.mkv,tired,1,67,0.2907,0.1903,0.0225,0.002,0.0031,0.0007,0.0333,0.0,0
video-1-tired.mkv,tired,1,68,0.2905,0.1903,0.0226,0.0019,0.0031,0.0007,0.0333,0.0,0
video-1-tired.mkv,tired,1,69,0.292,0.1903,0.0223,0.002,0.0038,0.0008,0.0333,0.0,0
video-1-tired.mkv,tired,1,70,0.2964,0.2719,0.0126,0.0021,0.0042,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,71,0.299,0.2719,0.0132,0.0023,0.0042,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,72,0.294,0.197,0.0251,0.0024,0.0042,0.001,0.0333,0.0,0
video-1-tired.mkv,tired,1,73,0.2898,0.197,0.0238,0.0218,0.5784,0.1034,0.0333,0.0,0
video-1-tired.mkv,tired,1,74,0.2833,0.197,0.0271,0.109,0.9615,0.2768,0.0333,0.0,1
video-1-tired.mkv,tired,1,75,0.2796,0.197,0.0262,0.1091,0.9615,0.2768,0.0333,0.0,1
video-1-tired.mkv,tired,1,76,0.2758,0.197,0.0257,0.109,0.9615,0.2768,0.0333,0.0,1
video-1-tired.mkv,tired,1,77,0.2761,0.197,0.0263,0.1089,0.9615,0.2768,0.0333,0.0,1
video-1-tired.mkv,tired,1,78,0.2846,0.241,0.0245,0.109,0.9615,0.2768,0.0,0.0,1
video-1-tired.mkv,tired,1,79,0.2876,0.2139,0.0302,0.0897,0.9615,0.2632,0.0,0.0,1
video-1-tired.mkv,tired,1,80,0.2916,0.2139,0.0272,0.0027,0.0052,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,81,0.2929,0.2139,0.0266,0.0026,0.0052,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,82,0.2947,0.2139,0.0245,0.0026,0.0052,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,83,0.2806,0.0938,0.0514,0.0027,0.0052,0.0011,0.0667,0.0,0
video-1-tired.mkv,tired,1,84,0.2728,0.0937,0.0599,0.0026,0.0052,0.0011,0.1,0.0,0
video-1-tired.mkv,tired,1,85,0.2725,0.0937,0.0579,0.0163,0.4178,0.0746,0.1,0.0,0
video-1-tired.mkv,tired,1,86,0.2567,0.0689,0.0757,0.1028,0.7965,0.2306,0.1667,0.0,1
video-1-tired.mkv,tired,1,87,0.2505,0.0689,0.08,0.103,0.7965,0.2305,0.2,0.0,1
video-1-tired.mkv,tired,1,88,0.2486,0.0689,0.0796,0.1035,0.7965,0.2303,0.2,0.0,1
video-1-tired.mkv,tired,1,89,0.2547,0.0689,0.0773,0.1035,0.7965,0.2303,0.1667,0.0,1
video-1-tired.mkv,tired,1,90,0.2537,0.0689,0.0774,0.1034,0.7965,0.2303,0.1667,0.0,1
video-1-tired.mkv,tired,1,91,0.247,0.0689,0.0819,0.0898,0.7965,0.2233,0.2,0.0,1
video-1-tired.mkv,tired,1,92,0.2646,0.0863,0.0688,0.0033,0.0076,0.0017,0.1333,0.0,0
video-1-tired.mkv,tired,1,93,0.2593,0.0863,0.0769,0.0033,0.0076,0.0017,0.1667,0.0,0
video-1-tired.mkv,tired,1,94,0.2429,0.0863,0.0888,0.0031,0.007,0.0015,0.2667,0.0667,0
video-1-tired.mkv,tired,1,95,0.2367,0.0863,0.0926,0.003,0.007,0.0015,0.3,0.0667,0
video-1-tired.mkv,tired,1,96,0.2249,0.09,0.0984,0.0035,0.007,0.0015,0.3667,0.0667,0
video-1-tired.mkv,tired,1,97,0.2261,0.09,0.099,0.0035,0.007,0.0015,0.3667,0.0667,0
video-1-tired.mkv,tired,1,98,0.2235,0.09,0.0972,0.0034,0.007,0.0015,0.3667,0.0667,0
video-1-tired.mkv,tired,1,99,0.2371,0.09,0.0922,0.0032,0.0064,0.0014,0.3,0.0667,0
video-1-tired.mkv,tired,1,100,0.2581,0.09,0.0836,0.0028,0.0061,0.0015,0.2,0.0,0
video-1-tired.mkv,tired,1,101,0.2657,0.0921,0.0704,0.0883,0.862,0.2476,0.1333,0.0,1
video-1-tired.mkv,tired,1,102,0.2827,0.0947,0.0412,0.0879,0.862,0.2477,0.0333,0.0,1
video-1-tired.mkv,tired,1,103,0.2855,0.2322,0.021,0.0877,0.862,0.2478,0.0,0.0,1
video-1-tired.mkv,tired,1,104,0.2887,0.2322,0.0209,0.0877,0.862,0.2478,0.0,0.0,1
video-1-tired.mkv,tired,1,105,0.2878,0.2322,0.0201,0.088,0.862,0.2477,0.0,0.0,1
video-1-tired.mkv,tired,1,106,0.2869,0.2322,0.0191,0.0882,0.862,0.2477,0.0,0.0,1
video-1-tired.mkv,tired,1,107,0.2919,0.2645,0.0144,0.0029,0.0045,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,108,0.2963,0.2708,0.0137,0.0028,0.0045,0.0009,0.0,0.0,0
video-1-tired.mkv,tired,1,109,0.2963,0.1484,0.0299,0.0029,0.0045,0.0009,0.0333,0.0,0
video-1-tired.mkv,tired,1,110,0.2969,0.1484,0.03,0.003,0.0049,0.0009,0.0333,0.0,0
video-1-tired.mkv,tired,1,111,0.2975,0.1484,0.0298,0.003,0.0049,0.0009,0.0333,0.0,0
video-1-tired.mkv,tired,1,112,0.2978,0.1484,0.0298,0.0029,0.0049,0.0009,0.0333,0.0,0
video-1-tired.mkv,tired,1,113,0.2985,0.1484,0.0297,0.0029,0.0051,0.001,0.0333,0.0,0
video-1-tired.mkv,tired,1,114,0.2954,0.1484,0.0288,0.0028,0.0051,0.001,0.0333,0.0,0
video-1-tired.mkv,tired,1,115,0.2965,0.2488,0.0127,0.0029,0.0051,0.001,0.0,0.0,0
video-1-tired.mkv,tired,1,116,0.2974,0.2488,0.0125,0.0028,0.0051,0.0009,0.0,0.0,0
